txt_char_count,txt_word_count,txt_avg_word_length,txt_sentence_count,txt_words_per_sentence,txt_uppercase_ratio,txt_punctuation_count,txt_starts_with_verb,txt_ends_with_period,txt_has_parentheses,quant_number_count,quant_has_percentage,quant_has_dollar,quant_has_multiplier,quant_verb_count,quant_first_word_is_verb,quant_has_weak_language,quant_metric_density,struct_has_bullet,struct_comma_count,struct_has_list_structure,struct_and_count,struct_clause_count,struct_has_comparison,struct_is_experience,struct_is_project,struct_is_summary,struct_is_education,struct_is_skills,sem_num_keywords,sem_has_language,sem_has_framework,sem_has_database,sem_has_cloud,sem_has_concept,sem_tech_breadth,sem_token_count,clarity_score,clarity_has_action_verb,clarity_has_metrics,clarity_word_count,label,text
33,5,5.8,1,5.0,0.1515,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,7,0.12,0,0,5,1,Helped with FastAPI related tasks
56,6,8.5,1,6.0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0.12,0,0,6,1,Architected payment processing architecture for alerting
56,8,6.12,1,8.0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,9,0.12,0,0,8,1,Utilized cutting edge technologies including AWS and AWS
62,10,5.3,1,10.0,0.0484,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,11,0.38,1,0,10,1,Developed AI powered system with machine learning and big data
59,7,7.57,1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,8,0.12,0,0,7,0,containerized entire application stack using docker compose
75,11,5.91,1,11.0,0.04,0,0,0,0,2,0,0,0,0,0,0,0.1818,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,13,0.62,0,1,11,0,Scaled notification service from 7 to 500 concurrent users using TypeScript
63,8,7.0,1,8.0,0.0952,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,1,10,0.12,0,0,8,1,Utilized cutting edge technologies including FastAPI and Django
33,4,7.5,1,4.0,0.0606,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.05,0,0,4,0,Integrated Stripe payment gateway
49,7,6.14,1,7.0,0.3265,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,2,8,0.38,1,0,7,0,Implemented REST API using FastAPI and PostgreSQL
47,6,7.0,1,6.0,0.0851,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,6,1,Engineered API gateway architecture for testing
40,7,4.86,1,7.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,7,1,Supported the team with API gateway work
48,7,5.14,1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0.12,0,0,7,1,supported  the  team  with  data  pipeline  work
61,8,6.75,2,4.0,0.0492,1,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,9,0.38,1,0,8,0,Created recommendation system module using Django and Node.js
59,5,11.0,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0.12,0,0,5,0,refactored authentication service improving maintainability
64,8,7.12,1,8.0,0.1406,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,11,0.12,0,0,8,1,Utilized cutting edge technologies including FastAPI and FastAPI
57,7,7.29,1,7.0,0.0175,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.38,1,0,7,0,Created reusable component library for frontend dashboard
55,8,6.0,1,8.0,0.0364,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,8,0.38,1,0,8,0,Implemented caching layer using Redis for search engine
55,6,8.33,1,6.0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0.12,0,0,6,1,Architected payment processing architecture for testing
28,4,6.25,1,4.0,0.0357,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,4,0.05,0,0,4,1,Handled data pipeline duties
80,11,6.36,1,11.0,0.0,0,1,0,0,1,0,0,0,1,1,0,0.0909,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,14,0.88,1,1,11,0,built a recommendation system processing 19+ requests per second with typescript
55,7,6.14,2,3.5,0.0364,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0.12,0,0,7,1,Updated  payment  processing  backend  to  use  Node.js
44,5,8.0,1,5.0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,5,0.12,0,0,5,0,Integrated Django with recommendation system
39,5,7.0,1,5.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,6,0.38,1,0,5,1,developed search engine with tensorflow
59,6,8.17,1,6.0,0.0169,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,12,0.12,0,0,6,0,Introduced  structured  logging  across  all  microservices
54,6,8.17,1,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,8,0.12,0,0,6,0,introduced structured logging across all microservices
45,6,6.67,1,6.0,0.1111,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,8,0.38,1,0,6,1,Built CI/CD for payment processing automation
63,8,7.0,2,4.0,0.0476,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,10,0.12,0,0,8,1,Utilized cutting edge technologies including Node.js and Python
54,8,5.88,1,8.0,0.0556,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,1,0,2,8,0.38,1,0,8,0,Created search engine module with Kubernetes and Redis
59,7,7.57,1,7.0,0.0508,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,9,0.12,0,0,7,0,Containerized entire application stack using Docker Compose
43,6,6.33,1,6.0,0.0233,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,6,1,Worked on various order management projects
80,12,5.75,1,12.0,0.0625,0,1,0,0,2,0,0,0,1,1,0,0.1667,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,15,0.88,1,1,12,0,Implemented FastAPI integration reducing deployment time from 16 days to 4 hours
72,11,5.64,1,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,11,0.12,0,0,11,0,set up automated ci pipeline with github actions for analytics dashboard
67,9,5.67,2,4.5,0.1343,1,1,0,0,1,0,0,0,1,1,0,0.1111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0.88,1,1,9,0,Developed  REST  APIs  serving  10000  daily  users  using  Node.js
32,6,4.5,1,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,6,0.12,0,0,6,0,added redis caching layer to api
59,7,7.57,1,7.0,0.0508,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,9,0.12,0,0,7,0,Containerized entire application stack using Docker Compose
48,7,6.0,1,7.0,0.3333,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,2,8,0.38,1,0,7,0,Implemented REST API with FastAPI and PostgreSQL
50,7,6.29,1,7.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,2,7,0.12,0,0,7,0,Added TypeScript support to existing data pipeline
57,7,7.29,1,7.0,0.0175,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.38,1,0,7,0,Created reusable component library for frontend dashboard
44,8,4.62,1,8.0,0.0227,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0.12,0,0,8,1,Part of the team working on order management
41,4,9.5,1,4.0,0.0244,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.05,0,0,4,1,Managed order management responsibilities
54,7,6.86,1,7.0,0.037,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,7,0.12,0,0,7,1,Added Flask support to existing authentication service
40,4,8.5,1,4.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,8,0.05,0,0,4,0,Containerized  application  with  Docker
42,6,6.17,2,3.0,0.0714,1,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,7,0.38,1,0,6,0,Created dashboard using React and Chart.js
50,6,7.5,1,6.0,0.08,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,6,0.38,1,0,6,0,Implemented AWS solution for recommendation system
31,5,5.4,1,5.0,0.0645,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,6,0.12,0,0,5,1,Helped with React related tasks
63,8,7.0,1,8.0,0.0317,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,10,0.12,0,0,8,0,Architected caching strategy for payment processing using Redis
49,7,6.14,1,7.0,0.3265,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,2,8,0.38,1,0,7,0,Implemented REST API using FastAPI and PostgreSQL
49,6,7.33,1,6.0,0.0408,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,2,6,0.38,1,0,6,1,Implemented Kubernetes solution for data pipeline
65,9,6.33,1,9.0,0.0154,0,1,0,0,1,1,0,0,1,1,0,0.1111,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0.88,1,1,9,0,Optimized order management queries improving response time by 23%
34,4,7.75,2,2.0,0.0588,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.05,0,0,4,1,Involved in Node.js implementation
66,9,6.44,1,9.0,0.0758,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,1,1,2,11,0.12,0,0,9,1,Worked on scalable microservices architecture using AWS and Docker
49,5,9.0,1,5.0,0.0204,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,5,1,Participated in authentication service activities
71,9,7.0,1,9.0,0.0141,0,1,0,0,1,1,0,0,1,1,0,0.1111,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0.88,1,1,9,0,Optimized authentication service queries improving response time by 27%
36,5,6.4,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,7,0.12,0,0,5,1,helped with kubernetes related tasks
40,5,7.2,1,5.0,0.125,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,7,0.38,1,0,5,1,Developed order management using FastAPI
61,7,7.86,1,7.0,0.0164,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.38,1,0,7,0,Designed normalized database schema for recommendation system
36,5,6.4,1,5.0,0.0278,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,6,0.12,0,0,5,1,Tasked with data pipeline operations
37,4,8.5,1,4.0,0.0541,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,5,0.05,0,0,4,1,Containerized application with Docker
70,10,6.1,1,10.0,0.0286,1,0,0,0,1,1,0,0,0,0,0,0.1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,14,0.62,0,1,10,0,"Migrated search engine to Docker, reducing infrastructure costs by 33%"
42,7,5.14,1,7.0,0.0238,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,7,1,Supported the team with search engine work
36,4,8.25,1,4.0,0.0278,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.05,0,0,4,1,Handled recommendation system duties
67,9,6.56,1,9.0,0.0149,0,1,0,0,1,1,0,0,1,1,0,0.1111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0.88,1,1,9,0,Optimized inventory tracking queries improving response time by 64%
73,11,5.73,1,11.0,0.0822,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,11,0.12,0,0,11,0,Set up automated CI pipeline with GitHub Actions for notification service
57,7,7.29,1,7.0,0.0175,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.38,1,0,7,0,Created reusable component library for frontend dashboard
47,7,5.86,1,7.0,0.0851,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,7,0.12,0,0,7,0,Updated notification service backend to use AWS
45,6,6.67,1,6.0,0.0889,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.38,1,0,6,1,Built authentication service using JWT tokens
42,6,6.17,2,3.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,7,0.38,1,0,6,0,created dashboard using react and chart.js
41,5,7.4,1,5.0,0.0244,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.12,0,0,5,1,Contributed to payment processing efforts
44,6,6.5,1,6.0,0.0909,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.38,1,0,6,0,Built authentication service with JWT tokens
53,6,8.0,1,6.0,0.0377,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,6,0.38,1,0,6,0,Implemented Redis solution for authentication service
99,15,4.73,1,15.0,0.0,0,1,0,0,2,1,0,0,1,1,0,0.1333,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,32,1.0,1,1,15,0,led  a  team  of  8  engineers  to  redesign  the  notification  service  reducing  errors  by  48%
44,5,8.0,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.12,0,0,5,1,tasked with recommendation system operations
48,5,8.0,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0.12,0,0,5,1,tasked  with  recommendation  system  operations
84,15,4.67,1,15.0,0.0119,1,0,0,0,2,1,0,0,0,0,0,0.1333,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0.75,0,1,15,0,"Oversaw a team of 10 engineers to redesign the search engine, reducing errors by 20%"
34,4,7.75,1,4.0,0.1471,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,6,0.05,0,0,4,1,Involved in FastAPI implementation
53,6,8.0,1,6.0,0.0566,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.38,1,0,6,0,Built real-time notification service using WebSockets
57,7,7.29,1,7.0,0.0175,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.38,1,0,7,0,Created reusable component library for frontend dashboard
66,8,7.38,1,8.0,0.0606,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,1,9,0.12,0,0,8,1,Utilized cutting edge technologies including Python and TypeScript
41,6,6.0,2,3.0,0.0732,1,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,7,0.38,1,0,6,0,Created dashboard with React and Chart.js
69,8,7.75,1,8.0,0.0145,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,10,0.12,0,0,8,1,Leveraged agile methodologies to deliver payment processing solutions
44,6,6.5,1,6.0,0.0909,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.38,1,0,6,0,Built authentication service with JWT tokens
42,7,5.14,1,7.0,0.0238,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,7,1,Set up logging and monitoring for services
43,6,6.33,1,6.0,0.093,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.38,1,0,6,0,Created alerting for API gateway automation
63,10,5.4,1,10.0,0.0476,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,11,0.38,1,0,10,1,Developed AI powered system using machine learning and big data
45,6,6.67,1,6.0,0.0222,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.38,1,0,6,1,Designed database schema for inventory system
63,8,7.0,1,8.0,0.0317,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,8,0.38,1,0,8,0,Designed caching strategy for recommendation system using Redis
42,7,5.14,1,7.0,0.0238,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,7,0,Set up logging and monitoring for services
43,5,7.8,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,6,0.12,0,0,5,0,integrated react with recommendation system
51,7,6.43,1,7.0,0.0784,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.38,1,0,7,0,Designed normalized database schema for API gateway
60,8,6.62,1,8.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0,1,9,0.12,0,0,8,1,Utilized cutting edge technologies including Flask and React
52,8,5.62,1,8.0,0.0962,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,1,0,1,3,8,0.38,1,0,8,0,Created data pipeline module using MongoDB and React
54,6,8.17,1,6.0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,7,0.12,0,0,6,0,Introduced structured logging across all microservices
45,6,6.67,1,6.0,0.0889,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.38,1,0,6,0,Built authentication service using JWT tokens
55,7,7.0,1,7.0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,7,0,Updated recommendation system backend to use PostgreSQL
63,5,11.0,1,5.0,0.0159,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0.12,0,0,5,0,Refactored  authentication  service  improving  maintainability
71,8,8.0,1,8.0,0.0141,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,10,0.12,0,0,8,1,Leveraged agile methodologies to deliver notification service solutions
55,8,6.0,1,8.0,0.0364,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,8,0.38,1,0,8,0,Implemented caching layer using Redis for search engine
40,5,7.2,1,5.0,0.05,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,6,0.38,1,0,5,0,Developed payment processing with Django
68,9,6.67,1,9.0,0.0,0,1,0,0,1,1,0,0,1,1,0,0.1111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0.88,1,1,9,0,optimized analytics dashboard queries improving response time by 20%
45,6,6.67,1,6.0,0.0889,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.38,1,0,6,0,Built authentication service using JWT tokens
41,5,7.4,1,5.0,0.0244,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.12,0,0,5,1,Responsible for search engine maintenance
52,7,6.57,2,3.5,0.0385,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0.12,0,0,7,0,Added Node.js support to existing payment processing
49,5,9.0,1,5.0,0.0204,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.12,0,0,5,1,Responsible for recommendation system maintenance
45,6,6.67,1,6.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.12,0,0,6,1,worked on various payment processing projects
45,4,10.5,1,4.0,0.0222,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.05,0,0,4,1,Managed notification service responsibilities
33,4,7.5,1,4.0,0.0606,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.05,0,0,4,1,Integrated Stripe payment gateway
72,10,5.4,1,10.0,0.0417,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0.38,1,0,10,1,Developed  AI  powered  system  using  machine  learning  and  big  data
59,5,11.0,1,5.0,0.0169,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0.12,0,0,5,0,Refactored authentication service improving maintainability
65,9,6.33,1,9.0,0.0154,0,1,0,0,1,1,0,0,1,1,0,0.1111,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0.88,1,1,9,0,Optimized order management queries improving response time by 78%
48,5,8.8,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,5,1,participated in recommendation system activities
65,8,7.25,1,8.0,0.0462,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0.38,1,0,8,1,Developed highly scalable platform leveraging modern DevOps tools
43,5,7.8,1,5.0,0.0233,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.12,0,0,5,1,Tasked with notification service operations
42,6,6.17,1,6.0,0.0238,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.38,1,0,6,0,Built caching for search engine automation
31,5,5.4,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,6,0.12,0,0,5,1,helped with flask related tasks
74,8,7.5,1,8.0,0.0135,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0.12,0,0,8,1,Employed  industry  standard  frameworks  for  data  pipeline  development
43,6,6.33,1,6.0,0.0233,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.12,0,0,6,1,Worked on various order management projects
79,12,5.67,1,12.0,0.0,0,1,0,0,2,0,0,0,1,1,0,0.1667,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,14,0.88,1,1,12,0,implemented python integration reducing deployment time from 13 days to 4 hours
70,10,6.1,1,10.0,0.0286,1,0,0,0,1,1,0,0,0,0,0,0.1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,14,0.62,0,1,10,0,"Migrated search engine to Docker, reducing infrastructure costs by 37%"
53,6,8.0,1,6.0,0.0566,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0.38,1,0,6,0,Built real-time notification service using WebSockets
48,6,7.17,1,6.0,0.0208,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.38,1,0,6,0,Developed backend endpoints for order management
58,7,7.43,1,7.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0.38,1,0,7,0,designed normalized database schema for payment processing
67,9,6.56,1,9.0,0.0,0,1,0,0,1,1,0,0,1,1,0,0.1111,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,13,0.88,1,1,9,0,reduced data pipeline downtime by 54% through postgresql monitoring
